nct_id,title,status,phase,enrollment_target,enrollment_type,n_sites,states,sex,min_age,max_age,conditions,eligibility_snippet
NCT07458022,MAGNESIUM & SSRI VS SSRI ALONE AMONG PATIENTS OF MAJOR DEPRESSIVE DISORDER,ACTIVE_NOT_RECRUITING,PHASE2,50,ACTUAL,1,Punjab Province,ALL,18 Years,No upper limit,Major Depressive Diorder,Inclusion Criteria: All patients of above 18 years diagnosed with DSM who had MDD and receiving SSRI alone and SSRI plus...
NCT06412315,7T Amygdala and Citalopram Study,RECRUITING,NA,50,ESTIMATED,1,Oxfordshire,ALL,18 Years,40 Years,"Emotional Processing, Cognition, Mood Disorders, Depressive Disorder, Depression",Inclusion Criteria: Participant is willing and able to give informed consent for participation in the research Sufficien...
NCT07246746,Use of an Infotainment System in MRI in Patients Suffering From Unexpected Anxiety.,RECRUITING,NA,50,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,Unexpected Anxiety,Inclusion Criteria: Individuals who have given their verbal consent Individuals over the age of 18 Hospitalized or ambul...
NCT07116785,Accelerated Rotational Field Deep TMS for Treating OCD,RECRUITING,NA,50,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,Obsessive-Compulsive Disorder,Inclusion Criteria: Outpatients Diagnosed as suffering from OCD according to the DSM-V. Subjects with a YBOCS score of >...
NCT07051980,Feasibility and Safety of Supraglottic Oxygen Delivery Via an Endotracheal Tube for Non-intubated ERCP Anesthesia: A Two-Stage Phase II Clinical Study,RECRUITING,PHASE2,50,ESTIMATED,1,Zhejiang,ALL,18 Years,No upper limit,"Choledocholithiasis With Cholecystitis With Obstruction, Obstructive Jaundice, Pancreatitis, Cholelithiasis",Inclusion Criteria: Age ≥18 years； The ASA classification ranges from I to III. Patients have signed the informed consen...
NCT04586699,Meditation Accelerated Brain Stimulation for Depression,ACTIVE_NOT_RECRUITING,NA,50,ESTIMATED,2,California,ALL,18 Years,No upper limit,Depression,Inclusion Criteria: moderate to severe depression (PHQ-9 scale score >9 with confirmation using the Structured Clinical ...
NCT07044752,"Step 1: Be Aware, Anxiety Prevention Intervention",ENROLLING_BY_INVITATION,NA,50,ESTIMATED,1,New Jersey,ALL,13 Years,21 Years,Moderate Anxiety,Inclusion Criteria: able to speak and read in English reside in Paterson Exclusion Criteria: English is not first langua...
NCT06636006,Aerobic Exercise Versus Digital Cognitive Behavioral Therapy for Insomnia,RECRUITING,NA,50,ESTIMATED,1,Goiás,ALL,18 Years,No upper limit,Insomnia Chronic,Inclusion Criteria: ages ≥ 18 years old insomnia severity index score >8 be physically inactive according to the IPAQ qu...
NCT04581902,Biomarkers of Depression and Treatment Response,RECRUITING,NA,50,ESTIMATED,1,California,ALL,18 Years,70 Years,"Depressive Disorder, Major",Inclusion Criteria: Age 18-70 Meet Diagnostic and Statistical Manual-V (DSM-V) diagnostic criteria for Major Depressive ...
NCT07202715,RCT of CBT Based C.A.T Project for Pakistani Adolescents With Anxiety Disorders.,ACTIVE_NOT_RECRUITING,NA,50,ACTUAL,3,Punjab Province,ALL,14 Years,17 Years,Anxiety Disorder of Adolescence,"Inclusion Criteria: Participants aged 14-17-year-old in school setting, who score above the cutoff score (25) on SCARED ..."
NCT06072898,A Randomized Neuroimaging Trial of Psilocybin in Depression,RECRUITING,PHASE2,50,ESTIMATED,1,Ontario,ALL,18 Years,64 Years,"Depressive Disorder, Major Depressive Disorder",Inclusion Criteria: Able and voluntarily willing to provide written informed consent at the screening visit Over 18 and ...
NCT06858215,African Youth in Mind (Y-MIND) - Pilot Feasibility Trial of a Brief Psychological Intervention for Young People With Depression in Zimbabwe,ACTIVE_NOT_RECRUITING,NA,50,ESTIMATED,1,No US/listed site,ALL,15 Years,24 Years,Depression,Inclusion Criteria: Young people aged 15-24 years Scoring 11 or more on the locally validated Patient Health Questionnai...
NCT06534684,The Cerebral and Cognitive Changes After Intermittent Theta Burst Stimulation (iTBS) Treatment for Depression,RECRUITING,NA,50,ESTIMATED,1,No US/listed site,ALL,22 Years,65 Years,"Depression, Unipolar, Depression Moderate",Inclusion criteria: Patients must meet the diagnostic criteria of at least a moderate depression The duration of the cur...
NCT07062042,Empowering Narratives,RECRUITING,NA,50,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,"PTSD - Post Traumatic Stress Disorder, Depression Disorders, Dissociation, Refugee",Inclusion Criteria: Ukrainian refugee residing in Norway. Arrival in Norway after 24 February 2022. Minimum 18 years old...
NCT07413458,Virtual Reality (VR) NATURE - Alcohol Use Disorder (AUD),RECRUITING,NA,50,ESTIMATED,1,Michigan,ALL,18 Years,No upper limit,Alcohol Use Disorder,Inclusion Criteria: Individuals with a documented AUD diagnosis Individuals enrolled in an Intensive Outpatient Program ...
NCT04685486,Virtual Reality for Pain Management in Burn Patients,RECRUITING,NA,50,ESTIMATED,1,New York,ALL,8 Years,No upper limit,Pain,Inclusion Criteria: 8 years and older Patients with a burn injury and is in the Burn Unit at New York Presbyterian Awake...
NCT05487911,Cortical rTMS as a Treatment for Depression,ENROLLING_BY_INVITATION,NA,50,ESTIMATED,1,Texas,ALL,18 Years,64 Years,Major Depressive Disorder,Inclusion Criteria: Be male or female aged 18-60 years old Meets MDD criteria Has depressive symptoms according to the P...
NCT06732128,Nature-based Virtual Reality Intervention for Depression in Alzheimer's Disease,RECRUITING,NA,50,ESTIMATED,1,Ontario,ALL,50 Years,No upper limit,"Alzheimer Disease, Depression",Inclusion Criteria: Clinical diagnosis of mild to early-moderate stage AD (including mixed dementia with AD) using the D...
NCT06808373,The Effect of Hypnosis on Periodontal Treatment,RECRUITING,NA,50,ESTIMATED,1,No US/listed site,ALL,20 Years,65 Years,"Peridontal Disease, Dental Anxiety",Inclusion Criteria: Being between the ages of 20-65 Not having any systemic disease Having chronic periodontal disease H...
NCT07639359,Subanesthetic Ketamine Infusions for Depressive Symptoms in Intensive Care Unit Patients,RECRUITING,PHASE2,50,ESTIMATED,2,"Buenos Aires, Florida",ALL,18 Years,99 Years,"Critical Illness, Depressive Symptoms",Inclusion Criteria: Age 18 to 99 years. Male or female. Admission to an intensive care unit for 6 or more days at the ti...
NCT07731477,"The Effect of a Virtual Reality-Based Mindfulness Intervention on Anxiety, Comfort, Sleep, and Fatigue in Breast Cancer Patients Undergoing Chemotherapy",RECRUITING,NA,50,ESTIMATED,1,Ankara,FEMALE,18 Years,No upper limit,"Breast Cancer, Chemotherapy","Inclusion Criteria: Newly diagnosed with breast cancer, Female and aged 18 years or older, Diagnosed with stage II or II..."
NCT07477184,"Sleep Well Firefighters: An App-based Program to Improve Sleep, Cognition, and Behavioral Health in Firefighters",RECRUITING,NA,50,ESTIMATED,1,California,ALL,18 Years,No upper limit,"Sleep Health, Stress, Anxiety, Physical Activity, Nutrition, Cognition",Inclusion Criteria based on self report: Current CalFire Wildfire firefighter in Central Coast region or City of San Lui...
NCT07391540,ICBT for Psychological Symptoms Related to Economy,RECRUITING,NA,50,ESTIMATED,1,Östergötland County,ALL,18 Years,No upper limit,Depression and Anxiety Symptom,Inclusion Criteria: Experience mild to moderate psychological symptoms or problems related to economy 18 years or older ...
NCT06549777,Body-oriented Psychotherapy for Individuals With a History of Child Maltreatment and Trauma-related Symptoms,RECRUITING,NA,50,ESTIMATED,1,Stockholm County,ALL,18 Years,100 Years,"Safety, Psychological, Acceptability of Health Care, Psychological Safety, Maltreatment, Child, Post Traumatic Stress Disorder, Complex Post-Traumatic Stress Disorder",Inclusion Criteria: Adults (18 years or older). Proficiency in Swedish Language. Access to a computer/internet. Meeting ...
NCT07262801,Psychological and Physiological Impact of a Mindfulness-based Intervention on Anxiety Disorders During the Postpartum Period,RECRUITING,NA,50,ESTIMATED,2,Ontario,FEMALE,18 Years,No upper limit,"Postpartum Anxiety, Anxiety Disorders",Inclusion Criteria: mothers/birthing parents 18 years and older who are between 0-12 months postpartum principal diagnos...
NCT05649059,Investigating the Effects of Cannabidiol on Social Anxiety Disorder,RECRUITING,PHASE4,50,ESTIMATED,1,Massachusetts,ALL,18 Years,55 Years,"Phobia, Social",Inclusion Criteria: Ability and willingness to provide written informed consent. Sufficiently fluent in English to parti...
NCT06783946,"Meditation Effects on Discomfort, Pain InTerference, and AnxieTy After urEteroscopy",ENROLLING_BY_INVITATION,NA,50,ESTIMATED,2,Pennsylvania,ALL,12 Years,No upper limit,"Kidney Stone, Pain, Postoperative, Anxiety Postoperative",Inclusion Criteria: 1. Subjects age 12 years and older 2. Diagnosis of unilateral or bilateral ureteral or renal stones ...
NCT06089850,Psychological Impact of Haploidentical Allogeneic Hematopoietic Stem Cell Transplantation on Donors,RECRUITING,NA,50,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,"Haplo-identical Transplantation, Transplantation",Inclusion criteria: Identical haplo CSH donors ascending (parents) or descending (children) Major identical haplo HSC do...
NCT05942885,Hypnosis: a Path to Appeasement,RECRUITING,NA,50,ESTIMATED,1,Pierre-Bénite,ALL,18 Years,No upper limit,Hematologic Cancer,"Inclusion Criteria: Patients over 18 years old, fluent in French. Patients starting hypnotherapy for anxiety disorders. ..."
NCT07752004,Stress Ball Use in Non-Invasive Mechanical Ventilation Patients,ENROLLING_BY_INVITATION,NA,50,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,Non Invasive Ventilation (NIV),Inclusion Criteria: Physician-confirmed diagnosis of type II respiratory failure. Receiving non-invasive mechanical vent...
NCT06374589,Closed-Loop O2 Use During High Flow Oxygen Treatment of Critical Care Adult Patients (CLOUDHFOT),RECRUITING,NA,50,ESTIMATED,2,No US/listed site,ALL,18 Years,No upper limit,"Acute Hypoxemic Respiratory Failure, Acute Hypercapnic Respiratory Failure, Respiratory Depression, Respiratory Failure",Inclusion Criteria: Patient admitted to the ER Requiring NHFO Requiring FiO2 ≥ 30% to keep SpO2 in the target ranges def...
NCT07094451,Virtual Reality for Pain Control in US-Guided Obstetric Needle Procedures,RECRUITING,NA,50,ESTIMATED,1,New York,FEMALE,18 Years,No upper limit,Procedural Pain,Inclusion criteria: Age ≥18 English-speaking Undergoing ultrasound-guided needle procedure at Mount Sinai Exclusion crit...
NCT07705113,Effectiveness of Depression and Substance Use Module for Patients With Co-occurring Disorders,ACTIVE_NOT_RECRUITING,NA,50,ACTUAL,1,Punjab Province,MALE,17 Years,56 Years,"Depression, Substance Use Disorders","Inclusion Criteria: 1. Participants identified by the rehabilitation centre 2. Only male participants will be taken, 3. ..."
NCT06942559,Brain-Oscillation Synchronized Stimulation of the DMPFC,RECRUITING,NA,48,ESTIMATED,1,Ontario,ALL,18 Years,65 Years,"Obsessive Compulsive Disorder (OCD), Treatment Resistant Obsessive Compulsive Disorder","Inclusion Criteria: 1. Are 18-65 years old; 2. Have OCD as a primary disorder, confirmed by a Mini-International Neurops..."
NCT07113080,Assessing the Efficacy of Lemongrass and Lavender Aromatherapy in Reducing Dental Anxiety and Pain Associated With Local Anesthetic Injections in Pediatric Dental Patients,RECRUITING,PHASE4,48,ESTIMATED,1,Cairo Governorate,ALL,7 Years,11 Years,Dental Fear and Anxiety,Inclusion Criteria: children aged 7-11 years medically free children category 3 or 4 according to Frankle behavior ratin...
NCT06989138,Effects of Orthosis & Exercise on Spondylolisthesis,RECRUITING,NA,48,ESTIMATED,1,Istanbul,ALL,18 Years,65 Years,"Spondylolisthesis, Orthosis, Exercise Training",Inclusion Criteria: Individuals aged 18-65 Individuals without indication for surgery Individuals diagnosed with grade 1...
NCT07687940,"Feasibility and Effects of a Blended Baduanjin Exercise and Green Tea Consumption Program on Depressive Symptoms, Gut Microbiota and Quality of Life in Older Adults",RECRUITING,NA,48,ESTIMATED,1,No US/listed site,ALL,65 Years,84 Years,Depressive Symptoms,"Inclusion Criteria: 1. community-dwelling older adults aged 65 to 84 years, who are youngest-old and middle-old with rel..."
NCT07323498,Enhancing Generalization of Virtual Reality Exposure for Public Speaking Anxiety,RECRUITING,NA,48,ESTIMATED,1,Hesse,ALL,18 Years,70 Years,"Public Speaking Anxiety, Public Speaking Fear","Inclusion Criteria: speech anxiety scale score of ≥ 18 on the Personal Report of Communication Apprehension, Public Spea..."
NCT06246669,The Influence of Prescribed Exercise on Pain Related Fear Following Concussion in Collegiate Athletes,RECRUITING,NA,46,ESTIMATED,1,Virginia,ALL,18 Years,25 Years,"Concussion, Brain",Inclusion Criteria: Collegiate athlete (varsity) Symptomatic at time of exercise prescription Exclusion Criteria: If adv...
NCT07145307,Personalized Digital Treatment for Adolescent Anxiety: A Feasibility Trial,RECRUITING,NA,46,ESTIMATED,2,No US/listed site,ALL,13 Years,18 Years,Anxiety Disorders,"Inclusion Criteria: 13 to 18 years old Adequate Norwegian reading, writing and speaking skills Access to the internett a..."
NCT06696001,Neuroscience of Psychotherapy for Depression,RECRUITING,NA,45,ESTIMATED,1,North Carolina,ALL,18 Years,30 Years,Depression,"Inclusion Criteria for participants/clients: Between ages 18 and 30 Full-time student status (undergraduate, graduate, a..."
NCT07073521,Developing Evidence-Based Cognitive Approaches to Improve Adjustment to Vision Loss,RECRUITING,NA,45,ESTIMATED,1,Illinois,ALL,18 Years,No upper limit,"Depression, Anxiety, Visual Impairment, Adjustment, Adjustment Disorder With Anxious Mood, Adjustment Disorder With Depressed Mood, Blindness, Acquired, Blindness and Low Vision, Vision Loss","Inclusion Criteria: Adults who are at least 18 years old Experiencing varying degrees of vision loss (e.g. mild, moderat..."
NCT04870255,Treatment of Acute Mood Depressive Episode in Borderline Personality Disorder With rTMS,RECRUITING,NA,45,ESTIMATED,1,California,ALL,18 Years,80 Years,"Depressive Disorder, Major, Borderline Personality Disorder","Inclusion Criteria: Male or Female, between the ages of 18 and 80 at the time of screening. Able to read, understand, an..."
NCT04953806,"The Development of an Integrated Physical Activity and Mental Health Intervention for Veterans With COPD, Emotion Distress, and Low Physical Activity",ACTIVE_NOT_RECRUITING,NA,45,ACTUAL,1,Massachusetts,ALL,40 Years,No upper limit,"COPD, Depression, Anxiety","Inclusion Criteria: Any gender-identified, greater than or equal to 40 years of age Clinical diagnosis of COPD defined a..."
NCT04513444,Interest of Medical Hypnosis in Anxious Patients Treated by Radiotherapy,RECRUITING,PHASE2,45,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,Solid Tumor,Inclusion Criteria: 1. Age ≥ 18 years at the time of enrollment into the study. 2. Patient with localized or metastatic ...
NCT06596187,Differential Assessment of Hypertonia,RECRUITING,NA,45,ESTIMATED,1,No US/listed site,ALL,20 Years,No upper limit,"SCI - Spinal Cord Injury, PD - Parkinson's Disease",Health subjects: Exclusion Criteria: 1. Musculoskeletal injuries on legs. 2. Osteoporosis. SCI subjects: Inclusion Crite...
NCT07221786,Preoperative Opioid Tapering Before Spine Surgery,RECRUITING,NA,45,ESTIMATED,1,Pennsylvania,ALL,18 Years,No upper limit,"Opioid Consumption, Postoperative, Pain After Surgery, Opioid Dependency",Inclusion: at least 18 years old scheduled for major spine surgery (i.e. at least 1 level of fusion) with hospital admis...
NCT04864080,Transdiagnostic Cognitive Biomarkers,RECRUITING,NA,45,ESTIMATED,1,Minnesota,ALL,18 Years,No upper limit,"Pain, Depression","Arm 1, healthy controls: Inclusion Criteria: Have access to the online study platform. Exclusion Criteria: under 18, non..."
NCT06419439,Ketamine-assisted Integrative Treatment for Veterans With Chronic Low Back Pain and Comorbid Depression,RECRUITING,PHASE2,44,ESTIMATED,1,Michigan,ALL,18 Years,No upper limit,"Chronic Low Back Pain, Depression","Inclusion Criteria: Veterans with self-report of moderate to severe, high impact chronic low back pain (defined as 4/10 ..."
NCT07546799,"Growth, Empowerment, and Mindfulness (GEM): A Mindfulness-based Intervention to Address Mental Health in Young Adults With Early Life Adversity",ACTIVE_NOT_RECRUITING,NA,44,ESTIMATED,1,Rhode Island,ALL,18 Years,24 Years,"Anxiety, Depression","Inclusion Criteria: Age 18-24 Reside in the US Experiences of psychosocial forms of early life adversity, defined as say..."
NCT07560241,"The Effects of an Intermodal Art Therapy Program on Depression, Anxiety, Stress, and Emotion Regulation Skill Levels in Nursing Students: A Randomized Controlled Study",ENROLLING_BY_INVITATION,NA,44,ESTIMATED,1,Istanbul,ALL,17 Years,23 Years,Art Therapy,Inclusion Criteria: Being enrolled in the 1st or 2nd year of the Nursing Department at Istanbul Atlas University in the ...
NCT06580249,Efficacy and Mechanism of rTMS on the Symptoms of Pleasure Deficit in Adolescent Depression,RECRUITING,NA,44,ESTIMATED,1,Shaanxi,ALL,10 Years,19 Years,Depression,"Inclusion Criteria: 1. Age 10-19 years old (both 10 and 19), gender is not limited; 2. Meet the criteria for diagnosing ..."
NCT07407595,Effect of Anticipated Pain on Corticospinal Excitability,ACTIVE_NOT_RECRUITING,NA,44,ESTIMATED,1,Nord,ALL,18 Years,65 Years,"Nocebo Effect, Kinesiophobia",Inclusion Criteria: Adults aged 18 to 65 years. No current pain at the time of inclusion and no pain episode or injury a...
NCT04106102,Study of the Effectiveness of Transcranial Direct Current Stimulation on Obsessive Compulsive Disorder,ACTIVE_NOT_RECRUITING,NA,43,ACTUAL,1,No US/listed site,ALL,18 Years,No upper limit,Obsessive-Compulsive Disorder,Inclusion Criteria: Presenting an obsessive-compulsive disorder according to the criteria of Diagnostic and Statistical ...
NCT04594278,COVID-19 Burnout Study,ACTIVE_NOT_RECRUITING,NA,43,ACTUAL,1,Ontario,ALL,18 Years,No upper limit,Stress,"Inclusion Criteria: -Employee in the radiation medicine program in UHN Health Care Professional (Therapist, Nurse, Physi..."
NCT04987957,Effect Of Musıc Therapy On Anxıety Levels In COVID-19 Pandemıc,RECRUITING,NA,42,ESTIMATED,1,No US/listed site,ALL,,No upper limit,Anxiety,"Inclusion Criteria: Not having a verbal or auditory communication barrier, To voluntarily agree to participate in the re..."
NCT06706544,"Ozone Treatment in Paresthesia (Numbness, Tingling) Secondary to Chemotherapy-induced Peripheral Neuropathy",RECRUITING,"PHASE2, PHASE3",42,ESTIMATED,1,Las Palmas,ALL,18 Years,No upper limit,"Chemotherapy Induced Peripheral Neuropathy (CIPN), Paresthesia, Numbness, Tingling",Inclusion Criteria: 1. Adults > = 18 years old. 2. Previous treatment with any chemotherapy because of any tumor. 3. Cli...
NCT06044324,Positron Emission Tomography in Transcranial Magnetic Stimulation Intervention for Treatment-resistant Depression,ENROLLING_BY_INVITATION,NA,42,ESTIMATED,1,Zhejiang,ALL,18 Years,45 Years,"Treatment Resistant Depression, Visual Perceptual Weakness",Inclusion Criteria: 1. Receive two or more adequate doses and courses of antidepressant drugs in different mechanisms th...
NCT06436079,Evaluation of the Effectiveness of a Nursing Intervention Program in Reducing Anxiety in Users Who Perform Scheduled Sessions in the Hyperbaric Chamber,RECRUITING,NA,42,ESTIMATED,1,Girona,ALL,18 Years,100 Years,"Anxiety and Fear, Nurse's Role",Inclusion Criteria: Results in the Pfeiffer questionnaire<2. That they understand Spanish or Catalan Exclusion Criteria:...
NCT06215313,EMDR Versus Imagery Rescripting for Trauma-Related Intrusions,ENROLLING_BY_INVITATION,NA,42,ESTIMATED,1,North Brabant,ALL,18 Years,70 Years,"Stress Disorders, Post-Traumatic, Depression",Inclusion Criteria: age between 18 and 70 years experiencing intrusions and/or nightmares meet criteria for unipolar dep...
NCT07775547,Acupressure in Pediatric K-wire Removal,ACTIVE_NOT_RECRUITING,NA,41,ACTUAL,1,Tuşba,ALL,6 Years,12 Years,"Pain, Pain Management",Inclusion Criteria: - Children aged 6-12 years. First-time K-wire removal following treatment for an elbow fracture. Abl...
NCT07432815,Treatment of Psoriasis With Depression and/or Anxiety With Methotrexate vs Combined Methotrexate and Antidepressant,RECRUITING,PHASE4,40,ESTIMATED,1,Cairo Governorate,ALL,18 Years,60 Years,"Depression, Anxiety, Psoriasis",Inclusion Criteria: Adults aged >18 and <60 years Moderate to severe psoriasis (PASI ≥10 or BSA ≥10%) Moderate to severe...
NCT07211217,Time Restricted Eating (TRE) in Bipolar Disorder,RECRUITING,NA,40,ESTIMATED,1,Massachusetts,ALL,18 Years,65 Years,"Bipolar Disorder (BD), Bipolar Disorder Depression, Overweight (BMI > 30)","Inclusion Criteria: Adults (aged 18-65 years) Diagnosed with bipolar disorder (i.e., subtype Bipolar I or II as assessed..."
NCT06845488,Application of Virtual Reality Technology to Treatment of Social Anxiety,RECRUITING,NA,40,ESTIMATED,1,Texas,ALL,18 Years,No upper limit,"Autism Spectrum Disorder, Social Anxiety Disorder",Inclusion Criteria: Autism Spectrum Disorder (ASD) (diagnosed by a qualified professional) verbal and literate in Englis...
NCT06551090,Prediction of Anxiety and Memory State,RECRUITING,NA,40,ESTIMATED,1,New York,ALL,18 Years,55 Years,"Anxiety, Memory, Epilepsy",Inclusion Criteria: Patients must have known or suspected Temporal Lobe Epilepsy. Native or proficient in speaking Engli...
NCT02959502,Home-Based CR and tDCS to Enhance Cognition in Persons With Mild Cognitive Impairment and Late Life Depression,ACTIVE_NOT_RECRUITING,NA,40,ESTIMATED,1,Ontario,ALL,60 Years,No upper limit,"Mild Cognitive Impairment, Major Depressive Disorder, Alzheimer's Dementia, Transcranial Direct Current Stimulation, tDCS","MCI Group Inclusion: 1. Age > 60 (on day of randomization) 2. DSM-IV criteria for Mild Neurocognitive Disorder (""MCI"") 3..."
NCT06796166,The Impact of AI- Supported Education in Mastectomy Patient,RECRUITING,NA,40,ESTIMATED,1,Bakirköy,FEMALE,18 Years,No upper limit,"Breast Cancer, Anxiety, Mastectomy, Patient Education as Topic, Artificial Intelligence (AI)",Inclusion criteria: Literate female patients Patients who will undergo total mastectomy surgery Patients diagnosed with ...
NCT07565714,Optimization of Late Imagery Rescripting Research Using Generative Artificial Intelligence,RECRUITING,NA,40,ESTIMATED,2,Wielkopolska,ALL,18 Years,35 Years,"Generalized Anxiety, Fear of Failure, Rumination","Inclusion Criteria: Age 18-35 Score ≥ 8 on GAD-7 (Plummer et al., 2016) Ability to recall at least two childhood memorie..."
NCT07359157,Changing Lives and Changing Outcomes-9 at Worcester Recovery Center and Hospital,RECRUITING,NA,40,ESTIMATED,1,Massachusetts,ALL,18 Years,No upper limit,"Serious Mental Illness, Psychotic Disorder, Depression, Bipolar",Inclusion Criteria: Currently hospitalized at Worcester Recovery Center and Hospital (WRCH) At least 18 years old Self-r...
NCT06888284,Effects of Tuijing Therapy on Heart Rate Variability and Psychological Symptoms,ENROLLING_BY_INVITATION,NA,40,ESTIMATED,1,No US/listed site,ALL,18 Years,60 Years,Depression,Inclusion Criteria: Age 18 - 55 years old Willingness to participate in the study and undergo randomization Proficiency ...
NCT06809166,Metabolic and Behavioural Effects of CONTRAVE as Potential Mechanisms of Weight Loss in Adults With Obesity,RECRUITING,PHASE4,40,ESTIMATED,3,Ontario,ALL,18 Years,64 Years,"Obesity, Weight Loss, Weight Management, Dietary Intervention, Obesity/Therapy",Inclusion Criteria: 1. Participants who are able to provide written informed consent prior to the initiation of any prot...
NCT06355414,Psilocybin in Chronic Low Back Pain and Depression,RECRUITING,PHASE1,40,ESTIMATED,1,Maryland,ALL,21 Years,80 Years,"Chronic Low-back Pain, Depression",Inclusion Criteria: 21 to 80 years old Have given written informed consent Report low back pain as ongoing problem ≥ 3 m...
NCT06274112,Using TMS to Understand Neural Processes of Social Motivation,RECRUITING,NA,40,ESTIMATED,1,Alabama,ALL,25 Years,50 Years,"Social Avoidant Behavior, Major Depressive Disorder, Social Anxiety Disorder",Inclusion Criteria: A diagnosis of Major Depressive Disorder OR a diagnosis of Social Anxiety Disorder (assessed/confirm...
NCT07728994,SONATA LIFU for OCD,RECRUITING,PHASE2,40,ESTIMATED,1,California,ALL,22 Years,80 Years,Obsessive Compulsive Disorder,Inclusion Criteria: 1. Have a principal diagnosis of OCD according to the DSM-5 with duration of > 1 year 2. Have a Y-BO...
NCT07610655,"Effects of Transcutaneous Vagal Nerve Stimulation on Post-Surgical Return to Consciousness, Delirium, and Depression",RECRUITING,NA,40,ESTIMATED,1,Illinois,ALL,18 Years,No upper limit,"Post Operative Delirium, Cognitive Impairment, Vagus Nerve Stimulation, Depression",Inclusion Criteria: 1. Aged > 18 years of age 2. Patients undergoing lumbar surgery for degenerative disc disease or spi...
NCT07124780,Helping Adults With Obsessive-Compulsive Disorder Succeed at Work,RECRUITING,NA,40,ESTIMATED,1,New York,ALL,18 Years,60 Years,Obsessive-Compulsive Disorder (OCD),Inclusion Criteria: Currently unemployed and interested in finding competitive employment in New York State Currently re...
NCT06523439,Accelerated Intermittent Theta Burst in Treatment-Naive Adolescents,RECRUITING,NA,40,ESTIMATED,1,Texas,ALL,13 Years,20 Years,"Major Depressive Disorder, Depression in Adolescence, Depression, Major Depressive Episode","Inclusion Criteria: 1. Male or Female, between the ages of 13 and 20 at the time of screening. 2. Able to read, understa..."
NCT07705776,SanaMente: A Peer-Led Program to Reduce Health Disparities in Rural Latino/a Communities,RECRUITING,NA,40,ESTIMATED,1,Colorado,ALL,18 Years,No upper limit,"Depression and/or Anxiety in the Mild-to-moderate Range, Stress (Psychology), Chronic Medical Illness",Inclusion Criteria: Adults aged 18 years or older. Identify as Hispanic/Latino/a. Patients of La Clínica del Pueblo in C...
NCT05563805,Exploring Virtual Reality Adventure Training Exergaming,RECRUITING,NA,40,ESTIMATED,1,Texas,FEMALE,18 Years,45 Years,"Physical Activity, Sedentary Behavior, Depression, Cognitive Function, Post Traumatic Stress Disorder, Quality of Life, Anxiety",Inclusion Criteria: 1. Are between the ages of 18 and 45 2. Identify as a U.S. military veteran 4. Normal vision (no col...
NCT06317636,Propofol-Enhanced Assessment of Ketamine for Chronic Pain and Depression,ACTIVE_NOT_RECRUITING,PHASE4,40,ESTIMATED,1,California,ALL,18 Years,70 Years,"Chronic Pain, Depression",Inclusion Criteria: Age 18 to 70 years old Comfortable speaking and writing in English Chronic pain present daily for at...
NCT06625502,Unmute's CARE Framework: A Novel Approach to Strengthen the Therapeutic Alliance and Reduce Treatment Disparities,ACTIVE_NOT_RECRUITING,NA,40,ESTIMATED,2,"Massachusetts, New York",ALL,18 Years,No upper limit,"Depression Scale Score, Anxiety Symptoms, Functioning, Psychosocial, Working Alliance",Inclusion Criteria: Patient Participants: 1. Individuals 18 years of age or older 2. Physically residing in New York or ...
NCT07543328,Transcranial Photobiomodulation (tPBM) for Somatic Symptoms in Treatment-Resistant Depression,RECRUITING,NA,40,ESTIMATED,1,No US/listed site,ALL,18 Years,65 Years,"Treatment-resistant Depression (TRD), Major Depression Disorder",Inclusion Criteria: Must have a current diagnosis of Major Depressive Disorder (MDD). The clinical severity must be eval...
NCT07096154,Improving Emotional Wellbeing of University Students: Anxiety Management,RECRUITING,NA,40,ESTIMATED,2,No US/listed site,ALL,18 Years,No upper limit,Anxiety,Inclusion Criteria: 1. Must be a Bogazici University student. 2. Must be 18 years or older. 3. Must score above the thre...
NCT07045116,Electronic vs. Conventional Syringes: Impact on Pediatric Pain and Anxiety,RECRUITING,NA,40,ESTIMATED,1,No US/listed site,ALL,6 Years,8 Years,"Dental Anxiety, Pain Management",Inclusion Criteria: 6-8-year-old children. Medically free (ASA class I). Children attending their first dental visit. Th...
NCT07610369,The Efficacy of Psilocybin Therapy for Depression in Parkinson's Disease,RECRUITING,PHASE2,40,ESTIMATED,1,Connecticut,ALL,40 Years,80 Years,"Depression, Parkinson's Disease (PD)",Inclusion Criteria: Able to understand and provide informed consent Comfortable speaking and writing in English Have neu...
NCT06667180,"Effects of Low-intensity Transcranial Magnetic Stimulation on Major Depressive Disorder, and on 5-hydroxyindoleacetic Acid and Brain-derived Neurotrophic Factor Levels",RECRUITING,"PHASE1, PHASE2",40,ESTIMATED,1,Guanajuato,ALL,18 Years,60 Years,"Depression - Major Depressive Disorder, Transcranial Magnetic Stimulation, Placebo",Inclusion Criteria: Age between 18 and 60 years. Both sexes. Those who have a diagnosis of MDD previously made by the tr...
